Time,Wind1VelX,Wind1VelY,Wind1VelZ,GenPwr
0.0,8.031,-0.3486,0.3227,14840.0
0.05,8.317,-0.3128,0.3128,14300.0
0.1,8.602,-0.277,0.303,14180.0
0.15,8.577,-0.4148,0.2498,14320.0
0.2,8.551,-0.5527,0.1965,14340.0
0.25,8.508,-0.6203,0.1579,14240.0
0.3,8.465,-0.688,0.1193,14310.0
0.35,8.413,-0.6631,0.09548,14630.0
0.4,8.361,-0.6383,0.07169,14870.0
0.45,8.339,-0.5575,0.06213,14730.0
0.5,8.318,-0.4767,0.05257,14370.0
0.55,8.343,-0.3362,0.09634,14160.0
0.6,8.368,-0.1957,0.1401,14170.0
0.65,8.427,-0.1754,0.1059,14100.0
0.7,8.486,-0.1551,0.07169,13830.0
0.75,8.439,-0.08685,0.1101,13640.0
0.8,8.392,-0.01861,0.1485,13780.0
0.85,8.392,0.1811,0.2297,14090.0
0.9,8.392,0.3809,0.3108,14190.0
0.95,8.165,0.2984,0.2437,14050.0
1.0,7.939,0.2159,0.1766,13950.0
1.05,8.1,0.1441,0.1866,14020.0
1.1,8.262,0.07227,0.1965,14080.0
1.15,8.349,0.09569,0.1499,13900.0
1.2,8.436,0.1191,0.1032,13630.0
1.25,8.433,-0.03303,0.2132,13550.0
1.3,8.429,-0.1852,0.3233,13710.0
1.35,8.53,-0.1957,0.2083,13840.0
1.4,8.631,-0.2063,0.09329,13780.0
1.45,8.678,-0.1492,0.1318,13680.0
1.5,8.725,-0.09212,0.1703,13740.0
1.55,8.756,-0.2376,0.2064,13860.0
1.6,8.787,-0.3831,0.2424,13800.0
1.65,8.751,-0.3449,0.4081,13540.0
1.7,8.714,-0.3068,0.5739,13330.0
1.75,8.691,-0.2636,0.6717,13350.0
1.8,8.667,-0.2205,0.7696,13450.0
1.85,8.599,-0.1822,0.5712,13430.0
1.9,8.531,-0.1439,0.3728,13350.0
1.95,8.595,-0.118,0.2204,13400.0
2.0,8.66,-0.09212,0.06805,13600.0
2.05,8.732,-0.03241,0.01386,13700.0
2.1,8.805,0.02729,-0.04033,13560.0
2.15,8.768,-0.1089,-0.1427,13320.0
